consumers,data,time
2,10,1.5197759469350178
2,100,6.047211090723674
2,1000,52.62404799461365
2,10000,539.8682253360748
4,10,1.335484266281128
4,100,5.858411391576131
4,1000,51.24021037419637
4,10000,503.4055013656616
6,10,1.4065856138865154
6,100,6.026832580566406
6,1000,51.437861919403076
6,10000,502.3588447570801
8,10,1.3428506056467693
8,100,5.9019326368967695
8,1000,51.42988363901774
8,10000,504.2208340167999
